page_url,image_url,alt_text,usage_context
https://www.al-enterprise.com/en/solutions/digital-age-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-youtube-72dpi.png,YouTube,icon
https://www.al-enterprise.com/en/solutions/digital-age-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-public.svg,Globe icon,icon
https://www.al-enterprise.com/en/solutions/digital-age-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-touch-app.svg,Touch app icon,icon
https://www.al-enterprise.com/en/solutions/digital-age-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-call.svg,Phone call icon,icon
https://www.al-enterprise.com/en/solutions/digital-age-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-forum.svg,Forum chat icon,icon
https://www.al-enterprise.com/en/solutions/collaboration-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-collaboration-solutions-header-l2-l3-1440x600-web.jpg,collaboration home page header,hero
https://www.al-enterprise.com/en/solutions/collaboration-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-collaboration-focus-topic-1-810x340.jpg,Collaboration focus topic,feature
https://www.al-enterprise.com/en/solutions/collaboration-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/rainbow-logo-cmyk-black-text-white-bckgd-double-product-showcase-image-480x480.png,Rainbow logo,product
https://www.al-enterprise.com/en/solutions/collaboration-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/opentouch-fax-center-1-photo-4c-480x480-all-web.png,OpenTouch Fax Center Product,product
https://www.al-enterprise.com/en/solutions/collaboration-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omnivista-cirrus-3screens-480x480.png,Omnivista Cirrus product,product
https://www.al-enterprise.com/en/solutions/collaboration-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/microsoft-teams-product-image-showcase-en-480x480.png,Microsoft Teams product showcase,product
https://www.al-enterprise.com/en/solutions/collaboration-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/blog-header-v2-web.jpg,Blog 1200x299,feature
https://www.al-enterprise.com/en/solutions/collaboration-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/head-image-bc-gettyimages-1072035598-1200x299.jpg,a man typing on a laptop keyboard,feature
https://www.al-enterprise.com/en/solutions/collaboration-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-logo.png,ale logo,icon
https://www.al-enterprise.com/en/solutions/collaboration-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-linkedin.png,Linkedin,icon
https://www.al-enterprise.com/en/solutions/collaboration-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-facebook-72dpi.png,Facebook,icon
https://www.al-enterprise.com/en/solutions/collaboration-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/instagram-glyph-gradient-72dpi.png,Instagram,icon
https://www.al-enterprise.com/en/solutions/collaboration-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-youtube-72dpi.png,YouTube,icon
https://www.al-enterprise.com/en/solutions/collaboration-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-public.svg,Globe icon,icon
https://www.al-enterprise.com/en/solutions/collaboration-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-touch-app.svg,Touch app icon,icon
https://www.al-enterprise.com/en/solutions/collaboration-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-call.svg,Phone call icon,icon
https://www.al-enterprise.com/en/solutions/collaboration-solutions,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-forum.svg,Forum chat icon,icon
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-connected-solutions-and-devices-focus-topic-5-810x380-web.jpg,page header image,hero
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-connected-and-devices-focus-topic-1-810x380.jpg,Woman in stairs with a dect,feature
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ip-desktop-softphone-young-lady-home-working-web-body-copy-image-810x540.jpg,IP Desktop Softphone young woman home working,feature
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/8158s-8168s-wlan-handset-f-480x480-product-showcase.png,8158s 8168s wlan handset,product
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/smart-deskphones-8088-product.png,Smart Deskphones 8088 Product,product
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omnipcx-open-gateway-banner-480x480.jpg,OmniPCX Open Gateway,product
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/oxe-purple-480x480-v2.png,OXE Purple thumbnail,product
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/oxo-connect-evolution-f-480x480-product-showcase.png,OXO Connect Evolution front view,product
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ip-desktop-softphone-laptop-480x480-product-showcase.png,IP Desktop Softphone on laptop,product
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/dect-handsets-8262-application-photo-left-4c-480x480-all.png,8262 DECT Handset,product
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-20h-deskphone-product-image-480x480-f-web.png,ALE 20h deskphone product,product
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/blog-header-v2-web.jpg,Blog 1200x299,feature
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/head-image-bc-gettyimages-1072035598-1200x299.jpg,a man typing on a laptop keyboard,feature
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-logo.png,ale logo,icon
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-linkedin.png,Linkedin,icon
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-facebook-72dpi.png,Facebook,icon
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/instagram-glyph-gradient-72dpi.png,Instagram,icon
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-youtube-72dpi.png,YouTube,icon
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-public.svg,Globe icon,icon
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-touch-app.svg,Touch app icon,icon
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-call.svg,Phone call icon,icon
https://www.al-enterprise.com/en/solutions/connected-solutions-and-devices,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-forum.svg,Forum chat icon,icon
https://www.al-enterprise.com/en/solutions/cloud-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/team-co-working-open-space-rainbow-web-page-header-1785x725.jpg,Team co-working in open space,hero
https://www.al-enterprise.com/en/solutions/cloud-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-cloud-communications-focus-topic-1-810x380.jpg,Cloud communications focus topic,feature
https://www.al-enterprise.com/en/solutions/cloud-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/cloud-communications-verticals-body-image-810x267-web.jpg,Verticals industries person,feature
https://www.al-enterprise.com/en/solutions/cloud-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/microsoft-teams-product-image-showcase-en-480x480.png,Microsoft Teams product showcase,product
https://www.al-enterprise.com/en/solutions/cloud-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omnivista-cirrus-3screens-480x480.png,Omnivista Cirrus product,product
https://www.al-enterprise.com/en/solutions/cloud-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/rainbow-logo-cmyk-black-text-white-bckgd-double-product-showcase-image-480x480.png,Rainbow logo product showcase,product
https://www.al-enterprise.com/en/solutions/cloud-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/innovation-project-university-blog-image-402x226.jpg,A group of people looking at a laptop,feature
https://www.al-enterprise.com/en/solutions/cloud-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/blog-header-v2-web.jpg,Blog 1200x299,feature
https://www.al-enterprise.com/en/solutions/cloud-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-logo.png,ale logo,icon
https://www.al-enterprise.com/en/solutions/cloud-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-linkedin.png,Linkedin,icon
https://www.al-enterprise.com/en/solutions/cloud-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-facebook-72dpi.png,Facebook,icon
https://www.al-enterprise.com/en/solutions/cloud-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/instagram-glyph-gradient-72dpi.png,Instagram,icon
https://www.al-enterprise.com/en/solutions/cloud-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-youtube-72dpi.png,YouTube,icon
https://www.al-enterprise.com/en/solutions/cloud-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-public.svg,Globe icon,icon
https://www.al-enterprise.com/en/solutions/cloud-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-touch-app.svg,Touch app icon,icon
https://www.al-enterprise.com/en/solutions/cloud-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-call.svg,Phone call icon,icon
https://www.al-enterprise.com/en/solutions/cloud-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-forum.svg,Forum chat icon,icon
https://www.al-enterprise.com/en/solutions/communications-platform-as-a-service-cpaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-collaboration-solutions-header-l2-l3-1440x600-web.jpg,a few business people having a conversation,hero
https://www.al-enterprise.com/en/solutions/communications-platform-as-a-service-cpaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-cpaas-focus-topic-1-v2-810x380.jpg,CPaaS focus topic,feature
https://www.al-enterprise.com/en/solutions/communications-platform-as-a-service-cpaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/rainbow-logo-cmyk-black-text-white-bckgd-double-product-showcase-image-480x480.png,Rainbow logo,product
https://www.al-enterprise.com/en/solutions/communications-platform-as-a-service-cpaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/microsoft-teams-product-image-showcase-en-480x480.png,Microsoft Teams product showcase,product
https://www.al-enterprise.com/en/solutions/communications-platform-as-a-service-cpaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/your-choice-blog-image-402x226.jpg,business men collaborating at a desk,feature
https://www.al-enterprise.com/en/solutions/communications-platform-as-a-service-cpaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/public-safety-blog-image-402x226.jpg,Crowd on busy city street,feature
https://www.al-enterprise.com/en/solutions/communications-platform-as-a-service-cpaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/blog-header-v2-web.jpg,Blog 1200x299,feature
https://www.al-enterprise.com/en/solutions/communications-platform-as-a-service-cpaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/group-of-people-working-810x540-web.jpg,people working on a laptop,feature
https://www.al-enterprise.com/en/solutions/communications-platform-as-a-service-cpaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-logo.png,ale logo,icon
https://www.al-enterprise.com/en/solutions/communications-platform-as-a-service-cpaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-linkedin.png,Linkedin,icon
https://www.al-enterprise.com/en/solutions/communications-platform-as-a-service-cpaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-facebook-72dpi.png,Facebook,icon
https://www.al-enterprise.com/en/solutions/communications-platform-as-a-service-cpaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/instagram-glyph-gradient-72dpi.png,Instagram,icon
https://www.al-enterprise.com/en/solutions/communications-platform-as-a-service-cpaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-youtube-72dpi.png,YouTube,icon
https://www.al-enterprise.com/en/solutions/communications-platform-as-a-service-cpaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-public.svg,Globe icon,icon
https://www.al-enterprise.com/en/solutions/communications-platform-as-a-service-cpaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-touch-app.svg,Touch app icon,icon
https://www.al-enterprise.com/en/solutions/communications-platform-as-a-service-cpaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-call.svg,Phone call icon,icon
https://www.al-enterprise.com/en/solutions/communications-platform-as-a-service-cpaas,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-forum.svg,Forum chat icon,icon
https://www.al-enterprise.com/en/solutions/iot,https://web-assets.al-enterprise.com/-/media/assets/internet/images/header-banner-solutions-iot-1440x600-v2.jpg,Trends Internet of Things web header image,hero
https://www.al-enterprise.com/en/solutions/iot,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-web-refresh-trends-iot-topic1-image.jpg,Trends Internet of Things web image focus topic 1,feature
https://www.al-enterprise.com/en/solutions/iot,https://web-assets.al-enterprise.com/-/media/assets/internet/images/iot-focus-topic-v2.jpg,Trends Internet of Things web image focus topic 2 - Embrace IoT,feature
https://www.al-enterprise.com/en/solutions/iot,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omnivista-cirrus-3screens-480x480.png,Omnivista Cirrus product,product
https://www.al-enterprise.com/en/solutions/iot,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omnivista-2500-virtual-machine-manager-480x480-v2.png,OmniVista 2500 Virtual Machine Manager,product
https://www.al-enterprise.com/en/solutions/iot,https://web-assets.al-enterprise.com/-/media/assets/internet/images/oxe-purple-480x480-v2.png,OXE Purple thumbnail,product
https://www.al-enterprise.com/en/solutions/iot,https://web-assets.al-enterprise.com/-/media/assets/internet/images/asset-tracking-analytics-screenshot1-web.jpg,asset tracking analytics,product
https://www.al-enterprise.com/en/solutions/iot,https://web-assets.al-enterprise.com/-/media/assets/internet/images/iot-device-fingerprinting-blog-image-402x226.jpg,Finger on touchscreen for security,feature
https://www.al-enterprise.com/en/solutions/iot,https://web-assets.al-enterprise.com/-/media/assets/internet/images/a-holistic-approach-to-rrs-blog-image-402x226.jpg,A holistic approach to RRS,feature
https://www.al-enterprise.com/en/solutions/iot,https://web-assets.al-enterprise.com/-/media/assets/internet/images/blog-template-image-402-226.jpg,a group of people standing together,feature
https://www.al-enterprise.com/en/solutions/iot,https://web-assets.al-enterprise.com/-/media/assets/internet/images/connected-smart-cities-blog-v1.jpg,Connected smart cities are future-ready,feature
https://www.al-enterprise.com/en/solutions/iot,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-logo.png,ale logo,icon
https://www.al-enterprise.com/en/solutions/iot,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-linkedin.png,Linkedin,icon
https://www.al-enterprise.com/en/solutions/iot,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-facebook-72dpi.png,Facebook,icon
https://www.al-enterprise.com/en/solutions/iot,https://web-assets.al-enterprise.com/-/media/assets/internet/images/instagram-glyph-gradient-72dpi.png,Instagram,icon
https://www.al-enterprise.com/en/solutions/iot,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-youtube-72dpi.png,YouTube,icon
https://www.al-enterprise.com/en/solutions/iot,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-public.svg,Globe icon,icon
https://www.al-enterprise.com/en/solutions/iot,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-touch-app.svg,Touch app icon,icon
https://www.al-enterprise.com/en/solutions/iot,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-call.svg,Phone call icon,icon
https://www.al-enterprise.com/en/solutions/iot,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-forum.svg,Forum chat icon,icon
https://www.al-enterprise.com/en/solutions/purple-on-demand,https://web-assets.al-enterprise.com/-/media/assets/internet/images/applications-platforms-image-pageheaderbar-v2.jpg,a group of people looking at a laptop,hero
https://www.al-enterprise.com/en/solutions/purple-on-demand,https://web-assets.al-enterprise.com/-/media/assets/internet/images/focus-topic-image-purple-on-demand-810x340.jpeg,Purple on Demand focus topic image,feature
https://www.al-enterprise.com/en/solutions/purple-on-demand,https://web-assets.al-enterprise.com/-/media/assets/internet/images/cio-3-key-actions-main-blog-image-402x226.png,a person showing something on the laptop to another man,feature
https://www.al-enterprise.com/en/solutions/purple-on-demand,https://web-assets.al-enterprise.com/-/media/assets/internet/images/cfo-5-benefits-main-blog-image-402x226.png,a man and woman looking at each other,feature
https://www.al-enterprise.com/en/solutions/purple-on-demand,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-logo.png,ale logo,icon
https://www.al-enterprise.com/en/solutions/purple-on-demand,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-linkedin.png,Linkedin,icon
https://www.al-enterprise.com/en/solutions/purple-on-demand,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-facebook-72dpi.png,Facebook,icon
https://www.al-enterprise.com/en/solutions/purple-on-demand,https://web-assets.al-enterprise.com/-/media/assets/internet/images/instagram-glyph-gradient-72dpi.png,Instagram,icon
https://www.al-enterprise.com/en/solutions/purple-on-demand,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-youtube-72dpi.png,YouTube,icon
https://www.al-enterprise.com/en/solutions/security,https://web-assets.al-enterprise.com/-/media/assets/internet/images/security-header-image-1400-600-v4.jpg,person using cell phone in front of laptop,hero
https://www.al-enterprise.com/en/solutions/security,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-security-focus-topic-1-810x340.jpeg,Hands typing on a keyboard,feature
https://www.al-enterprise.com/en/solutions/security,https://web-assets.al-enterprise.com/-/media/assets/internet/images/rainbow-logo-cmyk-black-text-white-bckgd-double-product-showcase-image-480x480.png,Rainbow logo product showcase,product
https://www.al-enterprise.com/en/solutions/security,https://web-assets.al-enterprise.com/-/media/assets/internet/images/opentouch-session-border-controller-3-photo-4c-480x480-all-web.png,OpenTouch Session Border Controller Product,product
https://www.al-enterprise.com/en/solutions/security,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omnivista-8770-network-management-system-homepage-web-client-480x480.png,OmniVista 8770 Network Management System,product
https://www.al-enterprise.com/en/solutions/security,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omnivista-2500-network-management-system-480x480-product-showcase.png,OmniVista 2500 Network Management System,product
https://www.al-enterprise.com/en/solutions/security,https://web-assets.al-enterprise.com/-/media/assets/internet/images/os6900v48c8tl-480x480-v2.png,OS6900 v48c8 product,product
https://www.al-enterprise.com/en/solutions/security,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omniswitch-6560-p24z8-front-480x480-product-showcase.png,OmniSwitch 6560 p24z8 front,product
https://www.al-enterprise.com/en/solutions/security,https://web-assets.al-enterprise.com/-/media/assets/internet/images/oxo-connect-evolution-f-480x480-product-showcase.png,OXO Connect Evolution front view,product
https://www.al-enterprise.com/en/solutions/security,https://web-assets.al-enterprise.com/-/media/assets/internet/images/dect-infrastructure-8340-smart-ip-photo-left-4c-480x480-all.png,DECT Infrastructure 8340 Smart IP Product,product
https://www.al-enterprise.com/en/solutions/security,https://web-assets.al-enterprise.com/-/media/assets/internet/images/iot-device-fingerprinting-blog-image-402x226.jpg,Finger on touchscreen for security,feature
https://www.al-enterprise.com/en/solutions/security,https://web-assets.al-enterprise.com/-/media/assets/internet/images/video-surveillance-networks-peek-behind-camera-blog-image-402x226.jpg,Video surveillance networks: A peek beyond the camera,feature
https://www.al-enterprise.com/en/solutions/security,https://web-assets.al-enterprise.com/-/media/assets/internet/images/io-ot-convergence-blog-image-402x226.jpg,Video surveillance camera overlooking a city landscape,feature
https://www.al-enterprise.com/en/solutions/security,https://web-assets.al-enterprise.com/-/media/assets/internet/images/data-management-blog-image_72dpi.jpg,a woman working on a laptop,feature
https://www.al-enterprise.com/en/solutions/security,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-logo.png,ale logo,icon
https://www.al-enterprise.com/en/solutions/security,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-linkedin.png,Linkedin,icon
https://www.al-enterprise.com/en/solutions/security,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-facebook-72dpi.png,Facebook,icon
https://www.al-enterprise.com/en/solutions/security,https://web-assets.al-enterprise.com/-/media/assets/internet/images/instagram-glyph-gradient-72dpi.png,Instagram,icon
https://www.al-enterprise.com/en/solutions/security,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-youtube-72dpi.png,YouTube,icon
https://www.al-enterprise.com/en/solutions/unified-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-collaboration-solutions-header-l2-l3-1440x600-web.jpg,Team co-working header,hero
https://www.al-enterprise.com/en/solutions/unified-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/solutions-unified-communications-focus-topic-1-810x380.jpg,Unified communications focus topic,feature
https://www.al-enterprise.com/en/solutions/unified-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/opentouch-fax-center-1-photo-4c-480x480-all-web.png,OpenTouch Fax Center Product,product
https://www.al-enterprise.com/en/solutions/unified-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/omnipcx-open-gateway-banner-480x480.jpg,OmniPCX Open Gateway,product
https://www.al-enterprise.com/en/solutions/unified-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/healthcare-communications-blog-image-402x226.jpg,Doctors walking in hallway,feature
https://www.al-enterprise.com/en/solutions/unified-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/data-security-secure-your-assets-blog-image-302x202.jpg,close-up of a hand on a touchscreen device,feature
https://www.al-enterprise.com/en/solutions/unified-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/article-rainbow-telephony-blog-main-image-302x202.jpeg,a couple of men looking at a laptop,feature
https://www.al-enterprise.com/en/solutions/unified-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/secure-ucc-main-blog2-image-402x226.jpg,Secure UCC blog image,feature
https://www.al-enterprise.com/en/solutions/unified-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/ale-logo.png,ale logo,icon
https://www.al-enterprise.com/en/solutions/unified-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-linkedin.png,Linkedin,icon
https://www.al-enterprise.com/en/solutions/unified-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-facebook-72dpi.png,Facebook,icon
https://www.al-enterprise.com/en/solutions/unified-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/instagram-glyph-gradient-72dpi.png,Instagram,icon
https://www.al-enterprise.com/en/solutions/unified-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/icon-social-youtube-72dpi.png,YouTube,icon
https://www.al-enterprise.com/en/solutions/unified-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-public.svg,Globe icon,icon
https://www.al-enterprise.com/en/solutions/unified-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-touch-app.svg,Touch app icon,icon
https://www.al-enterprise.com/en/solutions/unified-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-call.svg,Phone call icon,icon
https://www.al-enterprise.com/en/solutions/unified-communications,https://web-assets.al-enterprise.com/-/media/assets/internet/images/m/mdi-forum.svg,Forum chat icon,icon
https://www.al-enterprise.com/en/solutions/e-services,https://web-assets.al-enterprise.com/-/media/assets/internet/images/product-applications-directory-homepage-header-l2-l3.jpg,a woman holding a tablet,hero
